GeneSymbol	B cells	Plasma cells	T cells CD8	T cells CD4	NK cells	Monocytes	Dendritic cells	Mast cells	Eosinophils	Neutrophils
AASDHPPT	NA	NA	NA	NA	NA	NA	NA	6111.86849052109	NA	NA
AASS	NA	NA	NA	NA	NA	NA	NA	1812.2190320768	0	NA
AATBC	0	NA	NA	NA	NA	5904.34032858305	NA	NA	NA	NA
AATF	NA	NA	NA	NA	NA	NA	NA	10627.5019442621	NA	3283.78282723257
AATK	0	NA	0	0	0	NA	0	NA	NA	19705.7677123431
ABALON	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
ABAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	2603.07918266243
ABCA1	NA	NA	NA	0	0	NA	257257.524359259	37163.4989484358	NA	5717.78068018925
ABCA10	NA	NA	NA	0	293.095896237925	0	0	892.91658559085	0	NA
ABCA11P	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
ABCA12	0.648890111195366	0	0	0	0	0.304489149996116	0	0	NA	0
ABCA13	0	5715.05578659838	NA	0	NA	0	0	NA	NA	NA
ABCA17P	NA	NA	82.3089465273992	NA	NA	0	NA	NA	NA	NA
ABCA2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCA3	NA	NA	NA	NA	1736.96977647844	NA	NA	NA	NA	NA
ABCA4	NA	5.05072060225079	0	0	0	0	0	0	NA	0.276610178870215
ABCA5	NA	NA	NA	NA	NA	0	NA	5510.22906909481	NA	NA
ABCA6	NA	NA	NA	NA	NA	NA	NA	0	NA	NA
ABCA7	NA	NA	0	0	NA	NA	0	NA	NA	13175.6080376397
ABCA9	0	0	0	NA	0	43.8800214297872	0	NA	NA	NA
ABCA9.AS1	0	0	0	0	1.36245657902252	0	0	0	NA	0
ABCB1	NA	NA	NA	NA	NA	0	NA	7808.47794855715	NA	NA
ABCB10	NA	NA	NA	0	NA	NA	NA	NA	0	NA
ABCB10P1	0	0	0.0653969073763514	0	0	0	8.2398347498717	0	NA	0
ABCB10P3	0	0	4.50314347550026	0	0	0	0	2.21998230581903	0	0
ABCB11	NA	NA	0	0	NA	NA	0	NA	0	NA
ABCB4	1655.8652635758	2515.12481172232	NA	NA	NA	0	NA	NA	0	NA
ABCB5	0	308.570559410596	0	0	0	NA	NA	82.925928439657	NA	NA
ABCB6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCB7	NA	0	NA	NA	NA	NA	NA	5199.35044207136	NA	NA
ABCB8	NA	NA	NA	NA	3654.86024792091	NA	NA	NA	NA	NA
ABCB9	NA	NA	NA	NA	NA	NA	0	1353.15396794705	NA	NA
ABCC1	NA	NA	NA	NA	13399.1998532091	NA	NA	22742.3018760255	NA	NA
ABCC10	NA	NA	NA	NA	6919.91220003753	NA	NA	NA	NA	NA
ABCC11	0	NA	NA	0	0	NA	NA	NA	NA	NA
ABCC13	0	NA	0	0	NA	NA	NA	NA	0	NA
ABCC2	0	NA	NA	0	NA	NA	4924.68687081771	NA	0	338.308636020598
ABCC3	NA	NA	0	0	NA	NA	NA	NA	0	NA
ABCC4	NA	NA	0	0	NA	NA	NA	NA	NA	NA
ABCC5	NA	NA	NA	NA	NA	NA	NA	NA	NA	4409.24226123842
ABCC6	NA	4158.55417391761	NA	NA	NA	561.660452101708	NA	NA	NA	NA
ABCC6P1	0	NA	NA	NA	NA	0	0	0	0	NA
ABCC9	0	0	0	0	11.921055257733	0	105.538155992137	NA	0	0
ABCD1	NA	NA	NA	NA	2542.5109648529	NA	NA	NA	NA	1937.87573859383
ABCD2	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
ABCD3	NA	NA	NA	NA	NA	728.595878520892	NA	NA	NA	584.632682433907
ABCD4	NA	NA	NA	NA	5349.08701786515	NA	NA	NA	NA	746.524581765188
ABCE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	858.72839152812
ABCF2.H2BE1	NA	NA	NA	NA	NA	NA	NA	4083.96754351585	NA	NA
ABCF2P1	0.695210304482076	0	0	0	0	0	4.62623643799364	0	0	0
ABCF3	NA	NA	2229.60881577956	NA	NA	NA	NA	NA	NA	NA
ABCG1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABCG2	NA	NA	0	0	NA	NA	9266.91027770615	2735.23922100576	0	NA
ABCG4	0	0	5.6018601833366	0	0	0	0	NA	0	0
ABCG5	0.505779011141674	0	0	0	0	0	0	0	38.1516053219937	0
ABHD1	0	NA	0	0	NA	NA	0	0	0	41.3367511742817
ABHD10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABHD11	NA	NA	NA	NA	NA	NA	0	NA	NA	441.162410794734
ABHD11.AS1	NA	0	NA	0	NA	0	604.300566716255	NA	0	NA
ABHD12	NA	NA	NA	NA	1911.5570580211	NA	NA	NA	NA	515.41348559545
ABHD12B	0	NA	10.9335887831875	0	0	0	NA	NA	NA	NA
ABHD13	NA	NA	NA	NA	NA	NA	NA	NA	NA	1626.9531809947
ABHD14A	NA	NA	NA	NA	793.813472276484	NA	0	NA	NA	NA
ABHD14A.ACY1	NA	NA	0	0	NA	NA	NA	NA	NA	NA
ABHD14B	NA	NA	NA	NA	4142.73754436947	NA	0	8488.66068786011	NA	1214.2961126692
ABHD15	NA	NA	NA	NA	4830.58944426147	NA	NA	5480.48391029939	NA	NA
ABHD15.AS1	0	4.64342577279554	0	0	0	0	27.4017558200254	0.764951089503923	0	0
ABHD16A	NA	NA	NA	0	NA	NA	NA	NA	NA	2876.77327958148
ABHD16B	0	0	NA	0	NA	0	0	224.978703412535	NA	0
ABHD17A	NA	NA	NA	0	35227.7246403422	NA	NA	NA	NA	6187.849821517
ABHD17AP1	6.12712590801781	0	23.2973571230452	0	NA	0	0	NA	NA	0
ABHD17AP3	0	NA	0	0	0	0	0	4.61005364401037	412.917124534308	NA
ABHD17AP4	27.185966676593	0	0	0	0	0	0	32.4151033986453	0	0
ABHD17AP5	NA	0	NA	0	NA	NA	NA	NA	NA	NA
ABHD17AP6	97.7959517092418	0	0	0	0	0	NA	NA	NA	NA
ABHD17B	NA	NA	NA	NA	NA	NA	NA	NA	NA	737.97028644725
ABHD17C	NA	0	NA	NA	NA	NA	NA	NA	NA	102.188758931784
ABHD18	NA	NA	NA	NA	2554.43640352847	NA	NA	NA	NA	1203.34751582807
ABHD2	NA	NA	NA	0	NA	NA	NA	NA	0	30836.7171193087
ABHD3	NA	NA	NA	0	NA	NA	NA	NA	0	5249.9964073359
ABHD4	NA	NA	NA	0	NA	NA	NA	NA	NA	3129.34899629441
ABHD5	NA	NA	NA	0	NA	0	0	NA	NA	11138.1032083098
ABHD6	NA	NA	NA	NA	586.067483674408	NA	NA	4025.89473018674	0	NA
ABHD8	NA	NA	0	NA	NA	NA	NA	NA	NA	450.982031715739
ABI1	NA	NA	NA	NA	NA	NA	NA	NA	0	6145.21555942868
ABI2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABI3	NA	NA	0	0	9735.96115562211	1625.533264975	NA	12044.9736824301	NA	NA
ABI3BP	2.23117231247092	1.28032114806418	0	0	0	0	0.123111143625269	0	NA	0
ABITRAM	NA	NA	NA	NA	877.989755799972	NA	NA	NA	NA	305.057729406247
ABITRAMP1	0	0	0	0	0	0	0	4.62398726978134	NA	0
ABL1	NA	NA	NA	NA	7089.40299971754	NA	NA	9673.20333805953	0	1725.82202937643
ABL2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1886.13753546613
ABLIM1	NA	NA	NA	13752.5979030762	NA	NA	NA	NA	NA	NA
ABLIM2	488.104063811697	0	NA	NA	NA	NA	NA	NA	0	0
ABLIM3	NA	NA	0	0	NA	NA	0	NA	0	995.607200276496
ABO	NA	NA	NA	0	NA	0	NA	NA	NA	NA
ABR	NA	NA	NA	0	NA	NA	NA	NA	NA	13566.3470949952
ABRACL	NA	NA	NA	NA	NA	712.195897409553	NA	2783.74381785937	NA	NA
ABRAXAS1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABRAXAS2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ABT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1209.47135500017
ABT1P1	1.54433329239096	0	0	0	0	0	0	2.56470054491016	0	0.0943791330334534
ABTB1	NA	NA	NA	0	NA	NA	0	NA	0	55393.4770083076
ABTB2	0	NA	0	NA	NA	NA	NA	NA	0	479.687154008127
ACAA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6184.37613278287
ACAA2	NA	NA	NA	NA	3579.37109165429	NA	NA	5760.93984051526	0	650.88594401254
ACACA	NA	NA	NA	NA	NA	NA	NA	10353.910558595	NA	NA
ACACB	NA	NA	NA	NA	4325.9413318635	NA	NA	10142.0844754217	NA	NA
ACAD10	NA	NA	NA	NA	3626.20803285819	NA	NA	NA	NA	1114.27661192169
ACAD11	NA	NA	NA	NA	NA	0	NA	NA	0	NA
ACAD8	NA	NA	NA	NA	NA	NA	NA	NA	NA	838.947430872645
ACAD9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACADM	NA	NA	NA	NA	2979.47922168579	NA	NA	NA	NA	NA
ACADS	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACADSB	NA	NA	NA	NA	NA	NA	19041.5402904847	NA	NA	NA
ACADVL	NA	NA	NA	NA	12177.7099823599	4858.63598510127	NA	NA	NA	2964.02425159427
ACAN	7.01280092550152	0	0	0	0	0	0	0.560939640761424	0	0
ACAP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	9313.59301681254
ACAP2	NA	NA	NA	0	NA	NA	NA	NA	NA	19726.3283785045
ACAP2.IT1	0	NA	NA	0	NA	0	2849.38189359387	NA	0	112.436577221299
ACAP3	NA	NA	0	NA	NA	3366.75050821118	NA	NA	NA	NA
ACAT1	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
ACAT2	NA	NA	NA	NA	832.369683725914	NA	NA	2241.8408379269	NA	181.709669585557
ACBD3	NA	NA	NA	NA	NA	NA	NA	NA	0	2032.04487473109
ACBD4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACBD5	NA	NA	NA	NA	3421.05440305946	NA	NA	NA	NA	1511.50386108948
ACBD6	NA	NA	NA	NA	NA	NA	NA	NA	NA	1424.18999229685
ACBD7	NA	NA	NA	0	NA	0	NA	NA	2454.81351322304	NA
ACCS	0	NA	NA	NA	NA	NA	NA	NA	0	NA
ACCSL	0	46.3477299326027	0	0	NA	NA	NA	NA	NA	NA
ACD	NA	NA	NA	0	NA	NA	NA	NA	NA	648.666325931298
ACE	NA	NA	NA	NA	663.048039714477	NA	NA	NA	NA	NA
ACE2	0	0	0.0146574326778248	0	NA	0	0	0	NA	0
ACER1	NA	NA	NA	NA	NA	0	0	NA	NA	NA
ACER2	NA	NA	0	0	NA	NA	NA	NA	0	NA
ACER2P1	1.17984737572741	0	0	0	0	0	0	0	0	0
ACER3	NA	NA	0	0	3848.36117928285	NA	NA	NA	NA	1724.48571224628
ACHE	0	NA	0	0	NA	NA	NA	NA	0	NA
ACIN1	NA	NA	NA	NA	NA	NA	NA	NA	NA	16857.3801135648
ACKR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACKR3	NA	NA	NA	NA	282.811342237957	NA	NA	NA	NA	NA
ACKR4	0	0	NA	0	NA	0	283.309390461385	114.476483991954	0	0
ACKR4P1	0	0	0	0	0	0	0	NA	NA	NA
ACLY	NA	NA	NA	NA	NA	NA	NA	NA	NA	5121.53008809181
ACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	575.30277836313
ACO2	NA	NA	NA	NA	9682.27752624313	NA	NA	NA	NA	2696.72635171169
ACOD1	0	0	0	0	NA	0	NA	NA	NA	NA
ACOT1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
ACOT11	0	NA	NA	NA	NA	NA	0	2395.58868614723	0	NA
ACOT12	8.89639724412754	NA	0	0	NA	0	NA	NA	NA	0
ACOT13	NA	NA	NA	NA	NA	NA	NA	1446.14416656787	NA	319.333254775173
ACOT2	NA	NA	NA	NA	NA	NA	NA	2580.77459296686	NA	NA
ACOT4	NA	735.250703322683	0	NA	0	0	0	NA	NA	NA
ACOT6	0	0	0	0	1.43860109159844	0	0	0	0	0
ACOT7	0	NA	NA	0	NA	NA	NA	NA	0	NA
ACOT8	NA	NA	NA	NA	NA	NA	NA	NA	NA	1275.27229186804
ACOT9	0	NA	NA	0	3672.76254565693	NA	NA	NA	NA	1780.93008787786
ACOX1	0	NA	NA	0	NA	NA	0	NA	NA	15589.8074854415
ACOX2	0	NA	NA	0	0	NA	0	NA	0	NA
ACOX3	NA	NA	NA	NA	NA	NA	0	NA	NA	594.209808590308
ACOXL	0	908.530905023358	NA	NA	0	0	NA	NA	NA	66.1162299189775
ACOXL.AS1	0	NA	0	NA	0	14.1615853205038	NA	NA	0	NA
ACP1	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
ACP2	NA	NA	NA	NA	2218.60874847645	NA	NA	NA	NA	NA
ACP3	NA	NA	NA	0	NA	NA	NA	NA	0	2459.57226159509
ACP5	NA	NA	0	0	NA	NA	NA	NA	0	NA
ACP6	NA	0	NA	NA	NA	NA	0	5825.1799778122	NA	1449.27360530636
ACP7	0	NA	13.9591604353918	0	0	0	0	91.3260732564858	NA	NA
ACR	0	NA	0	0	0	NA	0	0	NA	NA
ACRBP	NA	NA	0	0	NA	NA	NA	NA	NA	673.865082915339
ACRP1	3.54997267227112	0	0	0	NA	0	0	48.5207892022063	0	0
ACSBG1	NA	0	0	0	NA	0	NA	NA	0	89.1910647048749
ACSBG2	0.47956766141738	0	0	0	0	0	0	0	27.9900328712552	0
ACSF2	NA	NA	0	NA	1783.88190003849	NA	0	NA	NA	NA
ACSF3	NA	NA	NA	NA	11865.6077323688	NA	NA	23182.4111554569	NA	3117.36488332949
ACSL1	0	NA	0	0	0	0	NA	NA	0	74238.6030800062
ACSL3	NA	NA	NA	NA	NA	NA	NA	NA	0	2450.72381686503
ACSL4	NA	NA	NA	0	NA	NA	NA	NA	NA	9062.10505242553
ACSL5	NA	0	NA	NA	8439.83993281643	NA	NA	12392.8930700316	NA	1186.37896476608
ACSL6	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
ACSL6.AS1	0	15.8919605000946	0	0	0	0	0	NA	NA	0.300533306224763
ACSM1	0	0	NA	NA	NA	NA	NA	NA	NA	NA
ACSM2A	0	0	0	0	0	0.111610522225299	0	0	0	0.202982541053409
ACSM3	NA	NA	NA	NA	1488.14505293195	0	NA	NA	0	357.136693515948
ACSM5	7.81296710116196	NA	0	0	0	0	0	3.90789333680775	NA	0
ACSM6	0	0.316420782636247	0	0	0	0	0	3.2739008444814	0	0
ACSS1	NA	NA	NA	NA	11923.3253885381	NA	NA	NA	NA	NA
ACSS2	NA	NA	NA	0	NA	NA	NA	NA	NA	1874.25730686296
ACSS3	0	NA	0	NA	0	NA	0	NA	NA	2833.48338765339
ACTA1	0	NA	0	0	0	0	0	NA	0	NA
ACTA2	NA	5829.33400485686	NA	0	NA	NA	NA	NA	NA	NA
ACTA2.AS1	NA	NA	NA	NA	522.392605893211	NA	NA	NA	NA	NA
ACTB	NA	NA	NA	0	NA	NA	NA	NA	NA	567948.870985949
ACTBP1	0	0	0.423824490854211	0	0	0	0	0	NA	0
ACTBP11	0	0	4.90632708718442	0	0	0	143.561754249259	0	NA	0
ACTBP12	0	0	1.12448370920412	0	0	0	0	0	15.7475299207277	0
ACTBP14	0	72.3236522603539	0	NA	NA	NA	0	NA	NA	NA
ACTBP15	0	0	0	0	NA	NA	NA	NA	NA	NA
ACTBP2	25.3080558922013	0	29.0818722125692	NA	0	0	NA	NA	0	NA
ACTBP4	NA	NA	NA	0	NA	NA	NA	NA	NA	268.30232619898
ACTBP8	NA	NA	0	0	0	0	0	NA	NA	NA
ACTBP9	0	0.316474203074343	0	0	0	0	0	3.23783275978361	0	0
ACTC1	0.183479313681238	0	0	0.0476395443205018	0	0	0	0	24.9142089305086	0
ACTE1P	3.6989446210953	0	0	NA	0	0	0	0	NA	0
ACTG1	NA	NA	NA	0	108317.254570877	NA	NA	NA	NA	78183.0426351182
ACTG1P1	NA	0	NA	NA	NA	NA	NA	NA	0	NA
ACTG1P10	NA	NA	0	0	0	NA	NA	0	NA	NA
ACTG1P11	0	0	0	0	0	0	2.14654557606499	1.85994531628083	0	0
ACTG1P12	0	0	0	0	0	0	0	7.33744932384971	NA	0
ACTG1P14	NA	NA	NA	NA	NA	NA	0	NA	0	131.486910562931
ACTG1P15	0	0	0	0	0	0	26.5160357818605	0	0	0
ACTG1P16	NA	115.402594932082	0	0	NA	0	NA	NA	0	NA
ACTG1P17	NA	0	NA	NA	NA	0	NA	NA	0	NA
ACTG1P2	0	0	0	0	0	0	0	3.99877623596338	12.2875386559174	0
ACTG1P20	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
ACTG1P22	1.01436998702775	0	0	0	0	0	0	0	0	0
ACTG1P24	37.7268344773517	NA	0	0	NA	NA	541.247959301535	NA	NA	NA
ACTG1P25	0	0	0	0	0	0	0	0	NA	NA
ACTG1P3	NA	NA	NA	NA	NA	NA	NA	NA	0	160.313956501468
ACTG1P4	50.7029786767387	NA	0	0	0	0	1330.79063940297	NA	NA	NA
ACTG1P9	0	0	15.9194412260632	0	NA	0	NA	NA	0	0
ACTG2	0	NA	1.76585497037418	0	0	0	NA	0	NA	NA
ACTL10	NA	NA	NA	NA	435.006856504286	NA	NA	829.70128541342	NA	NA
ACTL11P	0	0	1.01436181982907	0	0	0	0	0	188.878240766225	0.0536761968304551
ACTL6A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTL6B	0	1.4836043429706	0	0	0	0	4.1976429547201	5.75347150783887	0	0
ACTL7B	NA	0	0	0	0	0	NA	NA	NA	0
ACTN1	NA	NA	NA	0	NA	NA	NA	NA	NA	51039.1808285903
ACTN1.DT	NA	208.907715362286	NA	NA	NA	NA	NA	231.005122782342	0	NA
ACTN2	0	0	0	NA	0	0	NA	NA	2491.71372519357	0
ACTN3	0	NA	NA	0	NA	0	0	NA	NA	0
ACTN4	NA	NA	NA	0	NA	NA	NA	NA	NA	21971.9629819938
ACTN4P1	0	29.3159429789294	1.11334272071886	0	0	0	40.0392986585677	19.8950241420123	0	0.088822921183678
ACTR10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1248.30844123332
ACTR1A	NA	NA	NA	0	NA	NA	NA	NA	NA	5250.39917231704
ACTR1AP1	0.99912083917276	0	0.135545817856419	0	0	0	0	0	0	0
ACTR1B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTR2	NA	NA	NA	NA	NA	NA	NA	117283.160209963	0	36161.6050270495
ACTR3	NA	NA	NA	0	NA	NA	NA	NA	NA	25814.2089159656
ACTR3.AS1	302.324043262296	1128.97491157025	NA	NA	NA	NA	NA	NA	0	NA
ACTR3B	NA	0	NA	NA	NA	NA	NA	NA	NA	487.701448221729
ACTR3BP4	0	0	0	0	1.05082339889513	0	0	0	0	0
ACTR3C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACTR3P2	0	0.294423509738038	0	0	0	0	0	3.04989958391959	0	0
ACTR5	NA	NA	1239.04053484006	NA	1018.96149089498	NA	NA	NA	NA	NA
ACTR6	NA	NA	NA	NA	NA	NA	NA	1417.74973735495	NA	NA
ACTR8	NA	NA	NA	NA	NA	NA	NA	5668.74888693729	NA	NA
ACTRT3	0	0	0	NA	NA	0	0	NA	NA	NA
ACVR1	NA	NA	NA	NA	NA	NA	NA	NA	NA	668.646474737721
ACVR1B	NA	NA	NA	NA	NA	NA	0	NA	0	1763.41030687887
ACVR1C	NA	0	NA	NA	NA	0	NA	NA	0	NA
ACVR2A	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
ACVR2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ACVR2B.AS1	NA	0	0	NA	NA	0	NA	NA	0	NA
ACVRL1	0	0	NA	0	0	NA	NA	NA	NA	NA
ACY1	NA	0	NA	NA	NA	NA	NA	1142.05421972095	0	155.030612501371
ACY3	0	NA	NA	0	NA	NA	NA	192.592965769172	NA	0
ACYP1	NA	NA	NA	NA	505.379407826815	NA	0	NA	NA	NA
ACYP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	246.907588744705
ADA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADA2	NA	NA	NA	NA	28261.793684004	NA	NA	NA	NA	7832.49572127206
ADAD2	4.41193572118015	NA	0	0	NA	0	0	0	NA	0
ADAL	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
ADAM10	NA	NA	NA	NA	NA	NA	NA	NA	NA	13636.8146649886
ADAM11	0	NA	NA	NA	NA	0	NA	579.827605369218	NA	0
ADAM12	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
ADAM15	NA	NA	NA	0	NA	3217.63750889652	NA	NA	NA	NA
ADAM17	NA	NA	NA	NA	NA	NA	NA	NA	NA	4338.05894428232
ADAM19	NA	NA	NA	NA	NA	NA	NA	NA	NA	18853.1131272624
ADAM1A	0	NA	0	0	0	0	NA	0	0	0
ADAM1B	0	0	NA	NA	NA	NA	0	NA	0	NA
ADAM20	NA	NA	NA	NA	NA	NA	NA	NA	NA	74.7132526858814
ADAM20P1	182.003178457114	NA	0	NA	NA	NA	NA	NA	NA	NA
ADAM21	0	NA	NA	NA	0	0	0	NA	NA	NA
ADAM21P1	0	0	0	0	0	0	5.3860638603133	0	0	0.194275231037519
ADAM22	NA	NA	1227.83752612873	NA	NA	NA	NA	2005.67477944565	NA	NA
ADAM23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAM28	9469.86667184233	NA	NA	NA	NA	NA	0	NA	NA	NA
ADAM29	0	92.3767250145633	0	0	0	0	NA	NA	0	0
ADAM30	0	NA	0	0	0	0	38.5597646622663	17.2715305208477	0	0.0159204623647835
ADAM32	0	NA	0	0	0	0	NA	527.411117158585	NA	NA
ADAM33	0	NA	0	0	0	0	16.5768513200823	52.825019463504	0	NA
ADAM7	0.874259261753377	0	0.187722655835312	0	0	0	0	0	0	0
ADAM8	NA	NA	NA	NA	NA	0	NA	NA	NA	44850.5820807888
ADAM9	NA	NA	0	0	NA	1532.16270462289	NA	NA	NA	1404.49354900036
ADAMDEC1	NA	NA	NA	NA	NA	0	NA	NA	0	NA
ADAMTS1	NA	NA	NA	NA	1147.49711972357	NA	NA	1829.10540553863	NA	NA
ADAMTS10	NA	NA	NA	NA	2362.86686248403	NA	NA	4935.65145223193	NA	NA
ADAMTS12	0	0	0	0	0	0	NA	0	0	NA
ADAMTS13	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
ADAMTS14	0	NA	NA	NA	51.3872310010807	NA	NA	NA	NA	0
ADAMTS15	3.09044007619915	15.0323657668982	0	0	0	0	0	0	NA	0
ADAMTS16.DT	0.703959073517879	0	0	0	0	0	135.688331285837	0	0	0
ADAMTS17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS2	0	1416.8769370461	0	0	0	0	0	NA	NA	NA
ADAMTS20	0	0	0	0	0	0	0	4.91267421452521	0	0
ADAMTS3	0	385.807474516218	0	0	0	NA	791.947628660193	NA	0	NA
ADAMTS4	0	0	NA	NA	NA	NA	NA	860.349963496957	NA	NA
ADAMTS5	NA	NA	NA	0	0	463.669231256709	NA	NA	NA	NA
ADAMTS6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADAMTS7	0	NA	0	0	NA	0	0	241.753449765616	0	NA
ADAMTS7P1	NA	NA	NA	NA	NA	0	NA	NA	0	0
ADAMTS7P3	0.879262788561774	NA	0	0	0.850104279817963	0	32.0069168815206	0	0	0
ADAMTS7P4	157.429649164737	685.431719345219	NA	NA	NA	0	NA	237.239029363762	0	NA
ADAMTS9	0	0	0	0	0	3.19108303597101	0	NA	NA	0
ADAMTS9.AS2	0	0	1.10267348755772	0	0	0	0	0	14.8149970121308	0
ADAMTSL1	0	0	0.211373110711332	0	0	0	1.91988238028114	4.39171347297863	0	0
ADAMTSL2	0	NA	NA	NA	47.3145804468966	0	0	NA	NA	0
ADAMTSL3	0	42.4821937584738	2.29009357446528	0	0	0.982183594429962	0	0	0	0
ADAMTSL4	NA	NA	0	0	NA	2307.11046665282	NA	NA	NA	2200.11697255487
ADAMTSL4.AS1	0	NA	NA	0	NA	NA	NA	NA	NA	4938.95551861322
ADAMTSL4.AS2	0	NA	NA	0	NA	NA	NA	NA	NA	46.9188445031745
ADAMTSL5	0	NA	NA	NA	NA	0	NA	NA	0	NA
ADAP1	NA	NA	NA	0	NA	2870.47357312691	NA	10912.8114907252	NA	3246.01355467032
ADAP2	0	NA	0	0	NA	2676.67894253527	NA	NA	0	NA
ADAR	NA	NA	NA	NA	57899.4716640483	NA	NA	NA	NA	75048.0638637169
ADARB1	7997.33762580475	NA	NA	NA	NA	NA	NA	NA	NA	NA
ADARB2	NA	NA	NA	NA	NA	0	NA	NA	NA	NA
ADARB2.AS1	0.5654210984702	0	0	0	0	0	0	3.69182017644021	0	0
ADAT1	NA	NA	NA	0	NA	NA	NA	NA	0	NA
